Tabelle: 45412-0025
Arrivals, overnight stays in accommodation establishments:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Länder, months;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monthly tourism survey;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Baden-Württemberg;;;;Bayern;;;;Berlin;;;;Brandenburg;;;;Bremen;;;;Hamburg;;;;Hessen;;;;Mecklenburg-Vorpommern;;;;Niedersachsen;;;;Nordrhein-Westfalen;;;;Rheinland-Pfalz;;;;Saarland;;;;Sachsen;;;;Sachsen-Anhalt;;;;Schleswig-Holstein;;;;Thüringen;;;
;;Arrivals;;Overnight stays;;Arrivals;;Overnight stays;;Arrivals;;Overnight stays;;Arrivals;;Overnight stays;;Arrivals;;Overnight stays;;Arrivals;;Overnight stays;;Arrivals;;Overnight stays;;Arrivals;;Overnight stays;;Arrivals;;Overnight stays;;Arrivals;;Overnight stays;;Arrivals;;Overnight stays;;Arrivals;;Overnight stays;;Arrivals;;Overnight stays;;Arrivals;;Overnight stays;;Arrivals;;Overnight stays;;Arrivals;;Overnight stays;
;;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number;number
;September;1302652;e;3959982;e;2207110;e;7889158;e;374694;e;909179;e;283462;e;781488;e;59164;e;112487;e;233395;e;442317;e;939854;e;2422404;e;384996;e;1440115;e;1016221;e;3870740;e;1358463;e;3463793;e;729750;e;2122793;e;56119;e;180942;e;461171;e;1304347;e;215723;e;514884;e;463381;e;2495694;e;273210;e;753839;e
;October;1243867;e;3570024;e;2038730;e;6469832;e;360422;e;838421;e;226134;e;669473;e;60004;e;122723;e;234833;e;433255;e;851768;e;2231657;e;286229;e;982203;e;918514;e;3238962;e;1331881;e;3434478;e;732980;e;2177056;e;58161;e;186963;e;457493;e;1262834;e;207618;e;503813;e;394282;e;1821138;e;269030;e;735715;e
;November;841316;e;2195229;e;1245624;e;3322452;e;287311;e;618865;e;156975;e;444661;e;48676;e;91062;e;221658;e;377444;e;667021;e;1591984;e;151660;e;455196;e;601590;e;1611638;e;1150168;e;2681974;e;359475;e;954550;e;48883;e;159127;e;326187;e;850764;e;149538;e;347054;e;202401;e;690365;e;169779;e;448844;e
;December;694285;e;2000870;e;1286311;e;4019422;e;214218;e;454730;e;131286;e;366899;e;37918;e;68788;e;163349;e;276080;e;501703;e;1325339;e;146571;e;435042;e;472121;e;1428661;e;848144;e;2126687;e;281056;e;899527;e;34639;e;125035;e;332158;e;884040;e;128721;e;318036;e;173703;e;585791;e;167697;e;490115;e
1998;January;635791;e;1878569;e;1085783;e;3803940;e;210540;e;482908;e;104689;e;318870;e;38644;e;71538;e;151962;e;260482;e;554096;e;1405709;e;103395;e;340788;e;460700;e;1345164;e;915833;e;2297712;e;234594;e;694323;e;37017;e;124270;e;241057;e;685279;e;111325;e;271846;e;133628;e;501547;e;136299;e;415004;e
;February;722053;e;2089960;e;1295545;e;4574925;e;219330;e;489445;e;118449;e;344035;e;40332;e;77917;e;168130;e;298034;e;580594;e;1536301;e;123620;e;414589;e;521491;e;1547773;e;954088;e;2390315;e;258923;e;797127;e;37475;e;132253;e;264641;e;803887;e;126464;e;320565;e;167937;e;592987;e;154308;e;520329;e
;March;901941;e;2450532;e;1435734;e;4487416;e;281948;e;647891;e;154746;e;439606;e;48317;e;95571;e;221499;e;391007;e;667337;e;1665081;e;167578;e;541621;e;663610;e;1978310;e;1159767;e;2836171;e;347034;e;953706;e;49436;e;169609;e;311104;e;842463;e;150311;e;356782;e;232517;e;875378;e;170343;e;471856;e
;April;1025617;e;3033846;e;1545538;e;4909519;e;280615;e;641656;e;190539;e;549652;e;46846;e;92982;e;209767;e;369735;e;654238;e;1758682;e;254810;e;887335;e;803616;e;2990886;e;1052034;e;2818092;e;444014;e;1365639;e;46584;e;163294;e;381241;e;1033143;e;167554;e;405232;e;358979;e;1672045;e;211754;e;586879;e
;May;1309518;e;3782088;e;2087595;e;6695483;e;384668;e;922903;e;345282;e;934719;e;58043;e;114179;e;235161;e;432781;e;880593;e;2256671;e;478876;e;1556858;e;1038669;e;3610202;e;1344558;e;3422101;e;751458;e;1985236;e;62252;e;203288;e;514038;e;1411526;e;230624;e;563912;e;518792;e;2281442;e;318288;e;853926;e
;June;1306864;e;3836646;e;2054845;e;7076244;e;343047;e;798795;e;337697;e;912155;e;54860;e;108176;e;229823;e;409154;e;902348;e;2307427;e;473722;e;1786054;e;1011476;e;3715799;e;1236133;e;3143645;e;630386;e;1779334;e;64663;e;202802;e;473203;e;1307087;e;230593;e;556601;e;540446;e;2660731;e;297007;e;825536;e
;July;1444502;e;4443543;e;2349121;e;8321815;e;338421;e;773898;e;318673;e;1076487;e;52417;e;100429;e;221237;e;395944;e;855211;e;2438920;e;632269;e;2940655;e;1035055;e;4713300;e;1009383;e;3083517;e;674559;e;2376499;e;64285;e;225538;e;438397;e;1318921;e;214283;e;576440;e;654392;e;4232947;e;266641;e;853616;e
;August;1379436;e;4933122;e;2426172;e;9891201;e;318447;e;784048;e;338392;e;1161104;e;52773;e;101538;e;229320;e;426999;e;821845;e;2529508;e;801940;e;3850148;e;1078399;e;5141776;e;1264968;e;3484359;e;741475;e;2520388;e;62054;e;228657;e;421677;e;1411979;e;200676;e;604031;e;702529;e;4583769;e;259982;e;950630;e
;September;1360326;e;4128596;e;2302891;e;8088378;e;358413;e;853973;e;286841;e;795121;e;61483;e;121525;e;240036;e;444492;e;949816;e;2457568;e;393738;e;1603149;e;981786;e;3753613;e;1391637;e;3581490;e;743126;e;2169071;e;60730;e;198083;e;467768;e;1290798;e;222676;e;534755;e;452356;e;2367155;e;273880;e;775659;e
;October;1295989;e;3681704;e;2129853;e;6756359;e;365315;e;845018;e;228213;e;661135;e;61033;e;116025;e;241416;e;439544;e;904895;e;2329902;e;294869;e;1111041;e;919120;e;3306714;e;1333753;e;3496289;e;702753;e;2058267;e;58131;e;192276;e;461772;e;1256379;e;205866;e;502973;e;380782;e;1789487;e;273143;e;766306;e
;November;901736;e;2392583;e;1371802;e;3600644;e;299806;e;635318;e;162644;e;454640;e;50310;e;94334;e;222393;e;384193;e;722506;e;1718999;e;158500;e;516046;e;606723;e;1673069;e;1192108;e;2749991;e;394439;e;1055118;e;50440;e;165482;e;335430;e;863045;e;151211;e;353419;e;212535;e;736388;e;182408;e;485885;e
;December;749169;e;2191434;e;1361940;e;4242390;e;235650;e;491172;e;139912;e;380316;e;41159;e;74750;e;169897;e;289322;e;549648;e;1433718;e;164588;e;512207;e;486389;e;1491352;e;896297;e;2240117;e;298103;e;941398;e;35726;e;127610;e;356913;e;944655;e;128364;e;320123;e;179239;e;604737;e;179417;e;534887;e
1999;January;694485;e;2094178;e;1245484;e;4217465;e;217933;e;500406;e;112955;e;340124;e;42180;e;77222;e;157164;e;272209;e;596691;e;1545251;e;111920;e;410596;e;471110;e;1421942;e;937113;e;2381726;e;243427;e;748562;e;37629;e;128665;e;242570;e;718489;e;106651;e;270430;e;134379;e;526331;e;153070;e;471676;e
;February;774972;e;2267734;e;1406267;e;4915855;e;219125;e;479937;e;117239;e;348802;e;43535;e;84136;e;169588;e;296650;e;631286;e;1642303;e;137395;e;496569;e;529401;e;1570996;e;1039100;e;2608507;e;290003;e;887900;e;38129;e;130299;e;268814;e;864099;e;123916;e;330535;e;169067;e;621249;e;167536;e;582940;e
;March;942948;e;2633187;e;1509590;e;4745922;e;309396;e;732012;e;180026;e;483782;e;50978;e;101406;e;224585;e;398948;e;722551;e;1847826;e;189972;e;665577;e;689990;e;2140601;e;1189073;e;2949359;e;380479;e;1069805;e;51765;e;168138;e;327809;e;898028;e;151365;e;370092;e;254657;e;981387;e;194483;e;546885;e
;April;1084237;e;3130780;e;1625974;e;5048176;e;319480;e;733815;e;227880;e;618615;e;54227;e;99483;e;218297;e;386174;e;730970;e;1896740;e;283622;e;1007375;e;812265;e;2892344;e;1141957;e;2916778;e;519996;e;1424767;e;50647;e;172430;e;396807;e;1087733;e;173667;e;439585;e;343345;e;1518637;e;247533;e;688652;e
;May;1352517;e;3914323;e;2130417;e;6895922;e;376735;e;897474;e;362566;e;958376;e;59849;e;113374;e;236146;e;430656;e;909602;e;2337330;e;509085;e;1721264;e;1085133;e;3754768;e;1389399;e;3521524;e;669712;e;1913424;e;62363;e;195424;e;528992;e;1448828;e;236550;e;578374;e;533326;e;2321869;e;340603;e;929331;e
;June;1362122;e;3970954;e;2185860;e;7339265;e;390646;e;896145;e;365141;e;971960;e;58959;e;114639;e;233807;e;419064;e;916693;e;2358647;e;508343;e;1983162;e;986782;e;3714036;e;1244667;e;3232330;e;653210;e;1909888;e;66574;e;198167;e;492529;e;1352452;e;254738;e;624550;e;530717;e;2649092;e;314682;e;880992;e
;July;1503920;e;4584597;e;2502201;e;8812904;e;378234;e;873290;e;380786;e;1169142;e;58811;e;115270;e;237542;e;428337;e;860321;e;2505503;e;803061;e;3590727;e;1129981;e;4856604;e;1069211;e;3131423;e;685775;e;2561340;e;63516;e;217540;e;477199;e;1417130;e;245692;e;648329;e;735264;e;4306721;e;317882;e;974704;e
;August;1468406;e;5014796;e;2489008;e;9985463;e;362360;e;889819;e;362022;e;1229621;e;57521;e;113401;e;240925;e;447197;e;887097;e;2629396;e;868015;e;4438669;e;1058840;e;4920572;e;1310397;e;3506037;e;803923;e;2520911;e;70795;e;226380;e;441722;e;1483610;e;218134;e;644100;e;669115;e;4350766;e;306096;e;1061739;e
;September;1419547;e;4281596;e;2367057;e;8203766;e;460652;e;1020835;e;325151;e;850483;e;65089;e;126495;e;246300;e;448176;e;970794;e;2539419;e;486844;e;1987173;e;1025538;e;3729487;e;1427926;e;3543524;e;797494;e;2235683;e;65725;e;204730;e;498117;e;1373411;e;238583;e;569155;e;478083;e;2410378;e;319434;e;889750;e
;October;1346695;e;3806824;e;2176776;e;6820210;e;471474;e;1089543;e;258633;e;726016;e;66763;e;127722;e;255395;e;458471;e;921563;e;2378760;e;352253;e;1384409;e;950714;e;3408933;e;1353486;e;3524723;e;786332;e;2247978;e;61770;e;199308;e;472420;e;1305733;e;209218;e;517721;e;398385;e;1852294;e;308017;e;855225;e
;November;938562;e;2555807;e;1431603;e;3841714;e;389241;e;824724;e;177550;e;481754;e;61938;e;120154;e;225849;e;391623;e;769559;e;1837276;e;183588;e;630497;e;651587;e;1751134;e;1245570;e;2864002;e;451828;e;1178964;e;51247;e;166937;e;365285;e;949033;e;147400;e;347355;e;230976;e;798839;e;210204;e;549800;e
;December;785909;e;2290069;e;1401459;e;4225484;e;315189;e;655017;e;170373;e;437152;e;50308;e;89664;e;185057;e;310502;e;580767;e;1504499;e;196469;e;637947;e;531604;e;1600647;e;950828;e;2304738;e;325746;e;945689;e;37573;e;134663;e;379336;e;1006638;e;136176;e;330544;e;197791;e;664577;e;200347;e;567629;e
2000;January;714246;e;2197974;e;1257913;e;4437615;e;282033;e;637896;e;123940;e;364655;e;50661;e;93570;e;164557;e;285745;e;618123;e;1658695;e;128508;e;494078;e;506022;e;1524301;e;974845;e;2466514;e;263905;e;806311;e;39534;e;137070;e;266583;e;782203;e;113049;e;283416;e;145194;e;557858;e;166278;e;517880;e
;February;824634;e;2351100;e;1489561;e;5015109;e;294615;e;626699;e;139022;e;399186;e;53375;e;98719;e;190094;e;338429;e;683719;e;1785552;e;159327;e;597402;e;616449;e;1806784;e;1080030;e;2619328;e;322069;e;904325;e;43089;e;147406;e;304436;e;946647;e;132277;e;346411;e;186205;e;664036;e;190256;e;635013;e
;March;956444;e;2790220;e;1592057;e;5051612;e;392120;e;879857;e;182047;e;505910;e;56852;e;106597;e;219879;e;398397;e;761257;e;1939825;e;214307;e;750019;e;693584;e;2054770;e;1224383;e;2988754;e;399222;e;1127341;e;48921;e;169624;e;343569;e;957353;e;153553;e;375465;e;251818;e;945278;e;199122;e;573460;e
;April;1145621;e;3353359;e;1730618;e;5437921;e;420954;e;999482;e;244321;e;680862;e;56484;e;111627;e;219208;e;404269;e;757693;e;2063673;e;374248;e;1396359;e;859685;e;3223823;e;1129694;e;2971544;e;517541;e;1543467;e;50489;e;177015;e;426758;e;1188404;e;173904;e;441655;e;398118;e;1783961;e;241608;e;709006;e
;May;1353882;e;3830566;e;2170513;e;6684024;e;511706;e;1162585;e;356921;e;935064;e;66543;e;129307;e;242971;e;447126;e;1007109;e;2512885;e;477930;e;1793201;e;990439;e;3476753;e;1448147;e;3731909;e;682504;e;1846120;e;65474;e;202495;e;546136;e;1465048;e;234441;e;564899;e;476860;e;2128266;e;329744;e;892130;e
;June;1435548;e;4238484;e;2433792;e;7999772;e;487261;e;1155413;e;426332;e;1153961;e;61335;e;116972;e;241973;e;450189;e;988876;e;2550545;e;705121;e;2748000;e;1207765;e;4256180;e;1341606;e;3403576;e;716806;e;2060533;e;69375;e;219311;e;579389;e;1605670;e;261495;e;645981;e;609743;e;2869843;e;343047;e;959838;e
;July;1583883;e;4770587;e;2718048;e;9305357;e;460177;e;1078036;e;392157;e;1214308;e;58920;e;111781;e;241221;e;448162;e;919608;e;2639625;e;797478;e;3983369;e;1267593;e;5284001;e;1091327;e;3171196;e;716238;e;2755071;e;60881;e;223186;e;507223;e;1550342;e;218336;e;612834;e;723212;e;4309568;e;301858;e;1001543;e
;August;1428858;e;4949828;e;2538518;e;9891873;e;414856;e;1024732;e;360459;e;1243405;e;65196;e;126585;e;232087;e;452770;e;969923;e;2790757;e;855547;e;4344176;e;1322372;e;5423832;e;1328313;e;3619451;e;834121;e;2727275;e;66564;e;216336;e;488542;e;1549756;e;209439;e;601912;e;659600;e;4199541;e;303144;e;1030438;e
;September;1508634;e;4423485;e;2677791;e;8711347;e;535776;e;1215403;e;353092;e;917319;e;76661;e;137295;e;268345;e;495553;e;1069999;e;2729314;e;536374;e;2212685;e;1350954;e;4330143;e;1501528;e;3777938;e;888858;e;2462856;e;67017;e;211198;e;553450;e;1483580;e;250224;e;583242;e;520742;e;2428238;e;328565;e;928064;e
;October;1340084;e;3848540;e;2176008;e;6959913;e;512265;e;1216334;e;272710;e;746869;e;68105;e;124113;e;252564;e;464849;e;931679;e;2434486;e;376020;e;1544459;e;1249011;e;3858900;e;1315063;e;3420841;e;778834;e;2270865;e;59582;e;197090;e;480389;e;1358825;e;210131;e;522145;e;374742;e;1785281;e;282640;e;844075;e
;November;976152;e;2656706;e;1523083;e;4119628;e;417715;e;870500;e;191358;e;509345;e;59266;e;103423;e;234807;e;425609;e;798910;e;1955033;e;212239;e;755358;e;654910;e;1797585;e;1241481;e;2928596;e;486756;e;1274827;e;53473;e;170944;e;376564;e;977425;e;158569;e;367830;e;231361;e;819148;e;204257;e;550374;e
;December;832581;e;2416006;e;1520098;e;4580474;e;320695;e;678625;e;160390;e;425151;e;53743;e;92370;e;187377;e;331514;e;598478;e;1591608;e;213403;e;723052;e;547088;e;1664319;e;945123;e;2366249;e;383620;e;1184676;e;41666;e;145563;e;422041;e;1125665;e;139811;e;342863;e;209741;e;705901;e;204825;e;604760;e
2001;January;757209;e;2321470;e;1376791;e;4743348;e;293567;e;681417;e;131669;e;376512;e;52119;e;86631;e;174527;e;309829;e;674318;e;1807097;e;135306;e;541262;e;505856;e;1532005;e;1006214;e;2551651;e;270407;e;799654;e;41670;e;146388;e;266447;e;784637;e;117163;e;296353;e;149610;e;566302;e;166553;e;526922;e
;February;821721;e;2427905;e;1550850;e;5280886;e;282104;e;609775;e;134976;e;390480;e;50800;e;91046;e;180187;e;322288;e;675745;e;1788988;e;175313;e;687555;e;563105;e;1670601;e;1043529;e;2614734;e;309870;e;902380;e;40591;e;142173;e;291306;e;914341;e;128902;e;339942;e;184721;e;653609;e;187387;e;616064;e
;March;1022350;e;2865976;e;1687743;e;5244546;e;406341;e;930339;e;195981;e;540448;e;56852;e;108162;e;233114;e;429677;e;812627;e;2094876;e;234027;e;852056;e;734035;e;2189476;e;1250219;e;3064095;e;396337;e;1130742;e;53898;e;178482;e;366088;e;996554;e;159025;e;391577;e;248482;e;926830;e;212481;e;602676;e
;April;1127454;e;3339103;e;1812840;e;5776111;e;415947;e;1002719;e;246953;e;707418;e;53836;e;103543;e;211755;e;400483;e;762412;e;2071809;e;378128;e;1496155;e;868187;e;3245243;e;1104139;e;2946315;e;505167;e;1511811;e;48889;e;172932;e;435543;e;1221920;e;179951;e;465044;e;388083;e;1762842;e;239853;e;711011;e
;May;1372412;e;3955742;e;2248297;e;7058364;e;512006;e;1187995;e;386167;e;1027827;e;70086;e;130176;e;249323;e;466234;e;1003462;e;2538401;e;534464;e;2022601;e;1066064;e;3710439;e;1432736;e;3543616;e;655835;e;1852306;e;65618;e;206988;e;574772;e;1550124;e;251533;e;599957;e;508517;e;2300423;e;338350;e;930140;e
;June;1434695;e;4141642;e;2326418;e;7644703;e;494147;e;1137956;e;426589;e;1132272;e;64869;e;126746;e;237970;e;437431;e;980224;e;2470220;e;666386;e;2667362;e;1089400;e;3870733;e;1346534;e;3325749;e;712977;e;2018770;e;75655;e;228716;e;562109;e;1516165;e;254805;e;621634;e;589012;e;2739275;e;318288;e;895796;e
;July;1597037;e;4813269;e;2732973;e;9378838;e;450262;e;1081555;e;436151;e;1377356;e;57605;e;111654;e;221252;e;427228;e;930709;e;2702003;e;916267;e;4623289;e;1101274;e;5016873;e;1149683;e;3345800;e;728848;e;2793897;e;68622;e;240080;e;458515;e;1506180;e;209268;e;622168;e;754985;e;4497486;e;268312;e;945276;e
;August;1451893;e;5005815;e;2506347;e;9701061;e;438760;e;1089183;e;401172;e;1281244;e;62621;e;124056;e;216692;e;425305;e;968306;e;2757310;e;903811;e;4488866;e;1146241;e;5026016;e;1306078;e;3632449;e;790088;e;2576916;e;64222;e;217649;e;500255;e;1483656;e;218191;e;563827;e;663991;e;4150610;e;296739;e;928337;e
;September;1424189;e;4192892;e;2369872;e;7983160;e;497058;e;1155504;e;355707;e;947258;e;66884;e;125742;e;232688;e;455678;e;988087;e;2578392;e;534222;e;2296418;e;1072770;e;3897399;e;1477360;e;3731117;e;786312;e;2264819;e;65916;e;201032;e;542909;e;1493827;e;243779;e;586181;e;486592;e;2355050;e;307745;e;876585;e
;October;1353818;e;3859374;e;2192686;e;6958022;e;474187;e;1103002;e;277638;e;772981;e;65732;e;116557;e;213962;e;415312;e;896146;e;2376589;e;416697;e;1737142;e;946771;e;3430722;e;1400026;e;3691864;e;723141;e;2200394;e;60325;e;192526;e;485513;e;1377707;e;224481;e;552261;e;392303;e;1846156;e;287861;e;838594;e
;November;977916;e;2625065;e;1496080;e;4041115;e;415308;e;847754;e;203850;e;537218;e;62732;e;108540;e;222585;e;395329;e;787218;e;1892359;e;238203;e;843224;e;689255;e;1884661;e;1297933;e;3030825;e;478987;e;1193727;e;51584;e;166913;e;391606;e;980029;e;172908;e;392063;e;236455;e;823318;e;212641;e;571824;e
;December;820479;e;2338731;e;1456051;e;4422066;e;292744;e;645216;e;162678;e;439194;e;51757;e;88577;e;180754;e;326646;e;591246;e;1535278;e;218199;e;779621;e;524680;e;1598149;e;977803;e;2463327;e;315833;e;982914;e;38786;e;133303;e;416197;e;1107668;e;142243;e;358719;e;196351;e;671693;e;204035;e;612092;e
2002;January;743436;e;2196882;e;1278628;e;4302534;e;274786;e;602237;e;134111;e;379297;e;45592;e;78900;e;168689;e;303506;e;661916;e;1728596;e;138185;e;532165;e;505041;e;1465591;e;1050492;e;2609189;e;270657;e;785149;e;40699;e;129846;e;257535;e;744411;e;110960;e;277541;e;137877;e;512151;e;160905;e;495737;e
;February;810786;e;2351534;e;1507331;e;5022955;e;300326;e;655354;e;141560;e;411072;e;48619;e;85283;e;184427;e;331515;e;675475;e;1739435;e;191273;e;728870;e;558166;e;1613468;e;1065461;e;2660257;e;320580;e;948973;e;41987;e;136681;e;283788;e;870362;e;126397;e;324806;e;178934;e;628129;e;174979;e;568845;e
;March;993751;e;2782187;e;1606117;e;5050864;e;386392;e;908762;e;199228;e;567194;e;51400;e;95817;e;226857;e;435798;e;721873;e;1888920;e;306725;e;1156777;e;743829;e;2393809;e;1167429;e;2979916;e;414537;e;1195357;e;50104;e;172352;e;359794;e;991525;e;161442;e;403561;e;293892;e;1170104;e;200163;e;591253;e
;April;1135579;e;3165243;e;1657954;e;4898905;e;412009;e;962784;e;240557;e;673622;e;57158;e;103662;e;243160;e;448007;e;810696;e;2053272;e;336795;e;1296786;e;821300;e;2762086;e;1233179;e;3096803;e;500629;e;1402083;e;56118;e;181847;e;423833;e;1123938;e;185808;e;452247;e;330813;e;1427015;e;231858;e;646259;e
;May;1339173;e;3905929;e;2188627;e;7058110;e;488967;e;1153892;e;397667;e;1074487;e;64457;e;121708;e;251754;e;475220;e;919043;e;2335414;e;664514;e;2443110;e;1109389;e;3766953;e;1313594;e;3279100;e;697477;e;2006523;e;65718;e;205613;e;604748;e;1644588;e;250661;e;618733;e;542245;e;2381502;e;335455;e;925051;e
;June;1401887;e;3945686;e;2239359;e;7094420;e;449530;e;1063592;e;391290;e;1079975;e;64778;e;122065;e;251480;e;474494;e;976996;e;2413477;e;681406;e;2935029;e;1006442;e;3619493;e;1339268;e;3339192;e;688636;e;1948668;e;66890;e;202462;e;514531;e;1437494;e;237365;e;597905;e;554256;e;2631596;e;283391;e;825979;e
;July;1557495;e;4711921;e;2605866;e;8828116;e;409707;e;1014981;e;373112;e;1277588;e;57990;e;110379;e;233081;e;438251;e;914412;e;2558747;e;953661;e;4868829;e;1052662;e;4656711;e;1243595;e;3434387;e;718183;e;2453194;e;69969;e;242190;e;451878;e;1456676;e;199462;e;586158;e;710382;e;4229069;e;258720;e;884873;e
;August;1429445;e;4895919;e;2484770;e;9441148;e;418363;e;1025167;e;371866;e;1156013;e;65735;e;124969;e;254844;e;494110;e;950579;e;2629392;e;922997;e;4531385;e;1153829;e;5000423;e;1194151;e;3402366;e;766416;e;2540304;e;68550;e;224709;e;413222;e;1222265;e;204225;e;545762;e;691357;e;4172122;e;303570;e;917675;e
;September;1441805;e;4168410;e;2383262;e;7855432;e;474460;e;1137853;e;329336;e;889883;e;70278;e;127965;e;258385;e;491742;e;1009465;e;2553196;e;587461;e;2537653;e;1082397;e;3836923;e;1440544;e;3596950;e;781238;e;2241923;e;62559;e;193351;e;445057;e;1224389;e;221572;e;549134;e;500135;e;2412963;e;290104;e;819833;e
;October;1326387;e;3824606;e;2202130;e;6894824;e;484891;e;1145950;e;263880;e;758791;e;67123;e;121978;e;239963;e;457262;e;900682;e;2355040;e;441645;e;1872437;e;942444;e;3356353;e;1368145;e;3518677;e;724955;e;2164095;e;58384;e;192297;e;421823;e;1204310;e;205011;e;523307;e;383888;e;1829548;e;272908;e;803306;e
;November;978986;e;2576459;e;1495739;e;3950171;e;380766;e;815946;e;191166;e;510305;e;63437;e;110734;e;249630;e;452390;e;776385;e;1835889;e;225030;e;798775;e;660315;e;1733014;e;1283280;e;2964785;e;434733;e;1136483;e;49677;e;158583;e;356056;e;919215;e;152600;e;360630;e;239747;e;803338;e;203299;e;540548;e
;December;808569;e;2303790;e;1438420;e;4340927;e;308938;e;648065;e;151775;e;420988;e;51675;e;89971;e;191348;e;346879;e;573751;e;1500461;e;213470;e;780356;e;549351;e;1674545;e;976623;e;2411716;e;338482;e;1023299;e;38194;e;134019;e;381862;e;1040088;e;134657;e;345047;e;191625;e;654293;e;188133;e;576815;e
2003;January;722536;e;2094674;e;1302003;e;4338456;e;285562;e;615574;e;125399;e;366200;e;49387;e;82810;e;185790;e;335422;e;646558;e;1664188;e;149066;e;573255;e;496422;e;1400856;e;985443;e;2426049;e;263049;e;754418;e;38455;e;124119;e;248520;e;730803;e;109174;e;272867;e;144253;e;520185;e;150178;e;469137;e
;February;819509;e;2255573;e;1447480;e;4609791;e;280970;e;571113;e;132154;e;383909;e;48234;e;82472;e;193376;e;346498;e;663583;e;1671025;e;190256;e;727480;e;549309;e;1543069;e;1023032;e;2461012;e;298728;e;837030;e;42338;e;136208;e;289170;e;895602;e;121038;e;313198;e;189377;e;645462;e;176854;e;561682;e
;March;938017;e;2664455;e;1557080;e;4924247;e;384432;e;871766;e;185852;e;514998;e;53826;e;100815;e;241097;e;441601;e;753596;e;1915382;e;271842;e;1008871;e;726508;e;2128291;e;1204339;e;2975248;e;403507;e;1134191;e;50081;e;159983;e;329786;e;904130;e;142423;e;351839;e;248357;e;923169;e;183395;e;532286;e
;April;1098611;e;3203167;e;1647322;e;5170433;e;400536;e;945410;e;234992;e;671057;e;51669;e;96235;e;241255;e;446864;e;718895;e;1903630;e;435259;e;1691123;e;846837;e;2950955;e;1062728;e;2804447;e;529209;e;1578874;e;52582;e;172143;e;398949;e;1102408;e;169382;e;431224;e;419524;e;1785394;e;220513;e;647287;e
;May;1365796;e;3820313;e;2164982;e;6682461;e;496065;e;1187318;e;384753;e;1027716;e;68175;e;131845;e;279395;e;543030;e;925937;e;2340755;e;637845;e;2410811;e;1111818;e;3691079;e;1403169;e;3444923;e;707793;e;1972749;e;68470;e;205966;e;564350;e;1526922;e;245437;e;599152;e;531756;e;2270807;e;327481;e;883478;e
;June;1373568;e;3934228;e;2253203;e;7335120;e;473775;e;1123985;e;428871;e;1142517;e;64857;e;119235;e;265926;e;482671;e;921318;e;2291892;e;817442;e;3195924;e;1070528;e;3786854;e;1330947;e;3317557;e;733083;e;2117689;e;72010;e;208500;e;539355;e;1453889;e;245663;e;598189;e;607386;e;2719838;e;305350;e;848099;e
;July;1520462;e;4421421;e;2532971;e;8185032;e;424418;e;1011388;e;378700;e;1262189;e;62574;e;114883;e;268010;e;501796;e;925346;e;2479430;e;1000995;e;4735699;e;1095656;e;4304825;e;1331206;e;3428231;e;767652;e;2449949;e;79505;e;239726;e;493736;e;1489639;e;217808;e;606695;e;711839;e;3847966;e;280201;e;886626;e
;August;1450640;e;4927784;e;2556581;e;9829889;e;442372;e;1101946;e;413998;e;1312112;e;60386;e;115752;e;281169;e;529439;e;856125;e;2507410;e;1088308;e;5237969;e;1172482;e;5143844;e;1129592;e;3396793;e;737546;e;2507632;e;69642;e;236636;e;520144;e;1552031;e;224416;e;617951;e;793566;e;4737016;e;324122;e;1027094;e
;September;1425458;e;4091906;e;2412119;e;7884838;e;504618;e;1168837;e;348093;e;930887;e;71621;e;129054;e;275096;e;504484;e;999330;e;2458709;e;646067;e;2801867;e;1063082;e;3861528;e;1383479;e;3456732;e;776696;e;2237570;e;72008;e;206110;e;544006;e;1479146;e;239683;e;584259;e;511237;e;2525979;e;298323;e;838281;e
;October;1355365;e;3694945;e;2217429;e;6651721;e;511619;e;1171870;e;271601;e;753611;e;72782;e;130036;e;280980;e;507309;e;938717;e;2366255;e;476650;e;1910607;e;952829;e;3304218;e;1433437;e;3596457;e;740730;e;2163580;e;65122;e;202444;e;530677;e;1430233;e;221594;e;551767;e;411035;e;1812123;e;290902;e;817203;e
;November;958267;e;2507820;e;1491931;e;3879498;e;414931;e;882804;e;188968;e;494172;e;63758;e;113924;e;248679;e;439327;e;779812;e;1817597;e;242718;e;841467;e;667622;e;1801437;e;1283750;e;2916407;e;432501;e;1130062;e;54165;e;163153;e;397019;e;990402;e;161648;e;376106;e;234059;e;792680;e;196443;e;515618;e
;December;842753;e;2302633;e;1460399;e;4288295;e;365081;e;773379;e;159395;e;428817;e;56054;e;96251;e;213277;e;366518;e;608156;e;1514763;e;230692;e;807116;e;526283;e;1544069;e;1015908;e;2382412;e;346321;e;998187;e;42543;e;134279;e;431948;e;1142200;e;142204;e;363652;e;216138;e;695841;e;194127;e;564412;e
